法規名稱,維護單位,法規分類,最後修訂(民國),最後修訂(西元),存放路徑,原始檔名,來源網址,別名,狀態
輔英科技大學學習導航老師實施要點,教務處,教務法規(#B),112.10.12,2023-10-12,01_行政單位/03_教務處/輔英科技大學學習導航老師實施要點_law02109.pdf,law02109.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law02109.pdf,,已存在
輔英科技大學幼兒保育暨產業系教保專業知能課程學分抵免採認辦法,幼兒保育暨產業系,教務法規(#B),106.9.28,2017-09-28,02_教學學術單位/04_人文與管理學院/輔英科技大學幼兒保育暨產業系教保專業知能課程學分抵免採認辦法_law02089.pdf,law02089.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law02089.pdf,幼兒保育系教保專業知能課程學分抵免採認辦法,OK
輔英科技大學「英文能力優化」課程學分認證實施要點,共同教育中心,教務法規(#B),108.3.27,2019-03-27,02_教學學術單位/05_共同教育中心/輔英科技大學「英文能力優化」課程學分認證實施要點_law02077.pdf,law02077.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law02077.pdf,,已存在
輔英科技大學外國語文能力課程免修及抵免要點,共同教育中心,教務法規(#B),109.1.9,2020-01-09,02_教學學術單位/05_共同教育中心/輔英科技大學外國語文能力課程免修及抵免要點_law02073.pdf,law02073.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law02073.pdf,,已存在
輔英科技大學專業倫理教育發展委員會設置辦法,共同教育中心,教務法規(#B),114.6.18,2025-06-18,02_教學學術單位/05_共同教育中心/輔英科技大學專業倫理教育發展委員會設置辦法_law02088.pdf,law02088.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law02088.pdf,,已存在
輔英科技大學「第二外語-語言別」課程免修及抵免要點,共同教育中心,教務法規(#B),109.1.9,2020-01-09,02_教學學術單位/05_共同教育中心/輔英科技大學「第二外語-語言別」課程免修及抵免要點_law02093.pdf,law02093.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law02093.pdf,,已存在
輔英科技大學英語授課教師資格認證要點,共同教育中心,教務法規(#B),112.10.12,2023-10-12,02_教學學術單位/05_共同教育中心/輔英科技大學英語授課教師資格認證要點_law02096.pdf,law02096.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law02096.pdf,,已存在
輔英科技大學共同教育中心通識自主學習課程作業要點,共同教育中心,教務法規(#B),113.6.13,2024-06-13,02_教學學術單位/05_共同教育中心/輔英科技大學共同教育中心通識自主學習課程作業要點_law02124.pdf,law02124.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law02124.pdf,,已存在
輔英科技大學學生外語能力檢定補助要點,共同教育中心,教務法規(#B),114.3.19,2025-03-19,02_教學學術單位/05_共同教育中心/輔英科技大學學生外語能力檢定補助要點_law02128.pdf,law02128.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law02128.pdf,,已存在
輔英科技大學學生事務會議設置要點,學務處,學務法規(#C),111.11.30,2022-11-30,01_行政單位/04_學生事務處/輔英科技大學學生事務會議設置要點_law04001.pdf,law04001.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04001.pdf,,已存在
輔英科技大學性別平等教育實施辦法(原：性別平等教育實施要點),學務處,學務法規(#C),113.6.19,2024-06-19,01_行政單位/04_學生事務處/輔英科技大學性別平等教育實施辦法(原：性別平等教育實施要點)_law04002.pdf,law04002.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04002.pdf,,已存在
輔英科技大學校園性別事件防治辦法,學務處,學務法規(#C),113.6.19,2024-06-19,01_行政單位/04_學生事務處/輔英科技大學校園性別事件防治辦法_law04003.pdf,law04003.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04003.pdf,,已存在
輔英科技大學學生事務處行政人員職務交接作業要點,學務處,學務法規(#C),109.5.21,2020-05-21,01_行政單位/04_學生事務處/輔英科技大學學生事務處行政人員職務交接作業要點_law04082.pdf,law04082.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04082.pdf,,已存在
輔英科技大學學生懷孕受教權維護及輔導協助要點,學務處,學務法規(#C),112.10.18,2023-10-18,01_行政單位/04_學生事務處/輔英科技大學學生懷孕受教權維護及輔導協助要點_law04093.pdf,law04093.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04093.pdf,,已存在
輔英科技大學學生宿舍收、退費要點,學務處,學務法規(#C),114.5.21,2025-05-21,01_行政單位/04_學生事務處/輔英科技大學學生宿舍收、退費要點_law04019.pdf,law04019.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04019.pdf,,已存在
輔英科技大學宿舍履約保證金收、退費要點,學務處,學務法規(#C),114.1.2,2025-01-02,01_行政單位/04_學生事務處/輔英科技大學宿舍履約保證金收、退費要點_law04020.pdf,law04020.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04020.pdf,,已存在
輔英科技大學導師制度實施辦法(原：大學部導師制度實施辦法),學務處,學務法規(#C),115.7.1,2026-07-01,01_行政單位/04_學生事務處/輔英科技大學導師制度實施辦法(原：大學部導師制度實施辦法)_law04025.pdf,law04025.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04025.pdf,,已存在
輔英科技大學學生獎懲規定,學務處,學務法規(#C),115.3.26,2026-03-26,01_行政單位/04_學生事務處/輔英科技大學學生獎懲規定_law04027.pdf,law04027.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04027.pdf,,已存在
輔英科技大學專科學生獎懲規定,學務處,學務法規(#C),115.3.26,2026-03-26,01_行政單位/04_學生事務處/輔英科技大學專科學生獎懲規定_law04028.pdf,law04028.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04028.pdf,,已存在
輔英科技大學學生操行成績評定要點(原：大學學生操行成績評定要點),學務處,學務法規(#C),110.10.7,2021-10-07,01_行政單位/04_學生事務處/輔英科技大學學生操行成績評定要點(原：大學學生操行成績評定要點)_law04029.pdf,law04029.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04029.pdf,,已存在
輔英科技大學專科學生操行成績評定要點,學務處,學務法規(#C),111.1.20,2022-01-20,01_行政單位/04_學生事務處/輔英科技大學專科學生操行成績評定要點_law04030.pdf,law04030.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04030.pdf,,已存在
輔英科技大學學生請假要點(原：大學學生請假要點),學務處,學務法規(#C),113.5.22,2024-05-22,01_行政單位/04_學生事務處/輔英科技大學學生請假要點(原：大學學生請假要點)_law04031.pdf,law04031.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04031.pdf,,已存在
輔英科技大學績優導師表揚實施要點,學務處,學務法規(#C),110.10.20,2021-10-20,01_行政單位/04_學生事務處/輔英科技大學績優導師表揚實施要點_law04040.pdf,law04040.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04040.pdf,,已存在
輔英科技大學五專學生服裝穿著要點,學務處,學務法規(#C),114.12.9,2025-12-09,01_行政單位/04_學生事務處/輔英科技大學五專學生服裝穿著要點_law04045.pdf,law04045.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04045.pdf,,已存在
輔英科技大學學生宿舍幹部設置要點,學務處,學務法規(#C),115.6.3,2026-06-03,01_行政單位/04_學生事務處/輔英科技大學學生宿舍幹部設置要點_law04056.pdf,law04056.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04056.pdf,,已存在
輔英科技大學品德教育推動小組設置要點,學務處,學務法規(#C),106.10.19,2017-10-19,01_行政單位/04_學生事務處/輔英科技大學品德教育推動小組設置要點_law04063.pdf,law04063.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04063.pdf,,已存在
輔英科技大學應屆畢業生全勤獎實施要點,學務處,學務法規(#C),105.11.2,2016-11-02,01_行政單位/04_學生事務處/輔英科技大學應屆畢業生全勤獎實施要點_law04068.pdf,law04068.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04068.pdf,,已存在
輔英科技大學教師輔導與管教學生辦法,學務處,學務法規(#C),110.6.16,2021-06-16,01_行政單位/04_學生事務處/輔英科技大學教師輔導與管教學生辦法_law04078.pdf,law04078.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04078.pdf,,已存在
輔英科技大學學生住宿作業要點,學務處,學務法規(#C),114.6.13,2025-06-13,01_行政單位/04_學生事務處/輔英科技大學學生住宿作業要點_law04079.pdf,law04079.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04079.pdf,,已存在
輔英科技大學學生校外賃居安全暨服務工作推動小組設置要點,學務處,學務法規(#C),110.12.8,2021-12-08,01_行政單位/04_學生事務處/輔英科技大學學生校外賃居安全暨服務工作推動小組設置要點_law04089.pdf,law04089.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04089.pdf,,已存在
輔英科技大學校園安全暨災害防救委員會設置辦法,學務處,學務法規(#C),114.1.15,2025-01-15,01_行政單位/04_學生事務處/輔英科技大學校園安全暨災害防救委員會設置辦法_law04042.pdf,law04042.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04042.pdf,,已存在
輔英科技大學學生宿舍用電收支管理要點,學務處,學務法規(#C),115.2.25,2026-02-25,01_行政單位/04_學生事務處/輔英科技大學學生宿舍用電收支管理要點_law04090.pdf,law04090.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04090.pdf,,已存在
輔英科技大學經濟暨文化不利學生住宿助學金實施要點(原：輔英科技大學住宿生低收入戶助學金生活服務學習實施要點),學務處,學務法規(#C),112.5.10,2023-05-10,01_行政單位/04_學生事務處/輔英科技大學經濟暨文化不利學生住宿助學金實施要點(原：輔英科技大學住宿生低收入戶助學金生活服務學習實施要點)_law04065.pdf,law04065.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04065.pdf,,已存在
輔英科技大學勞作服務教育課程施行要點(原：勞作服務教育施行要點),學務處,學務法規(#C),114.4.30,2025-04-30,01_行政單位/04_學生事務處/輔英科技大學勞作服務教育課程施行要點(原：勞作服務教育施行要點)_law04008.pdf,law04008.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04008.pdf,,已存在
輔英科技大學服務學習教育委員會設置要點,學務處,學務法規(#C),110.3.10,2021-03-10,01_行政單位/04_學生事務處/輔英科技大學服務學習教育委員會設置要點_law04051.pdf,law04051.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04051.pdf,,已存在
輔英科技大學服務學習教育實施要點(原：服務學習教育課程實施要點),學務處,學務法規(#C),115.4.2,2026-04-02,01_行政單位/04_學生事務處/輔英科技大學服務學習教育實施要點(原：服務學習教育課程實施要點)_law04052.pdf,law04052.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04052.pdf,,已存在
輔英科技大學服務實踐課程實施要點(原：服務學習教育課程實施要點),學務處,學務法規(#C),113.12.24,2024-12-24,01_行政單位/04_學生事務處/輔英科技大學服務實踐課程實施要點(原：服務學習教育課程實施要點)_law04069.pdf,law04069.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04069.pdf,,已存在
輔英科技大學服務學習績優學生志工選拔要點,學務處,學務法規(#C),110.1.6,2021-01-06,01_行政單位/04_學生事務處/輔英科技大學服務學習績優學生志工選拔要點_law04071.pdf,law04071.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04071.pdf,,已存在
輔英科技大學勤勞服務教育課程施行要點,學務處,學務法規(#C),115.3.18,2026-03-18,01_行政單位/04_學生事務處/輔英科技大學勤勞服務教育課程施行要點_law04076.pdf,law04076.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04076.pdf,,已存在
輔英科技大學環境永續與服務實踐課程施行要點,學務處,學務法規(#C),114.9.3,2025-09-03,01_行政單位/04_學生事務處/輔英科技大學環境永續與服務實踐課程施行要點_law04096.pdf,law04096.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04096.pdf,,已存在
輔英科技大學健康環境與綠色校園實踐課程施行要點,學務處,學務法規(#C),115.3.18,2026-03-18,01_行政單位/04_學生事務處/輔英科技大學健康環境與綠色校園實踐課程施行要點_law04100.pdf,law04100.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04100.pdf,,已存在
輔英科技大學學生就學獎助學金委員會設置要點,學務處,學務法規(#C),114.10.8,2025-10-08,01_行政單位/04_學生事務處/輔英科技大學學生就學獎助學金委員會設置要點_law04004.pdf,law04004.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04004.pdf,,已存在
輔英科技大學學生就學獎助學金實施辦法,學務處,學務法規(#C),113.1.10,2024-01-10,01_行政單位/04_學生事務處/輔英科技大學學生就學獎助學金實施辦法_law04005.pdf,law04005.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04005.pdf,,已存在
輔英科技大學榮譽畢業生獎勵要點,學務處,學務法規(#C),108.12.18,2019-12-18,01_行政單位/04_學生事務處/輔英科技大學榮譽畢業生獎勵要點_law04006.pdf,law04006.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04006.pdf,,已存在
輔英科技大學緊急紓困助學金實施要點,學務處,學務法規(#C),112.2.8,2023-02-08,01_行政單位/04_學生事務處/輔英科技大學緊急紓困助學金實施要點_law04007.pdf,law04007.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04007.pdf,,已存在
輔英科技大學學生自治會會長、副會長暨學生議員選舉罷免辦法(原：輔英科技大學學生自治會正副會長選舉罷免辦法),學務處,學務法規(#C),110.1.14,2021-01-14,01_行政單位/04_學生事務處/輔英科技大學學生自治會會長、副會長暨學生議員選舉罷免辦法(原：輔英科技大學學生自治會正副會長選舉罷免辦法)_law04010.pdf,law04010.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04010.pdf,,已存在
輔英科技大學學生社團評鑑要點,學務處,學務法規(#C),110.6.10,2021-06-10,01_行政單位/04_學生事務處/輔英科技大學學生社團評鑑要點_law04011.pdf,law04011.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04011.pdf,,已存在
輔英科技大學學生社團指導老師聘任要點,學務處,學務法規(#C),111.11.30,2022-11-30,01_行政單位/04_學生事務處/輔英科技大學學生社團指導老師聘任要點_law04013.pdf,law04013.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04013.pdf,,已存在
輔英科技大學學生課外活動費使用要點,學務處,學務法規(#C),106.1.4,2017-01-04,01_行政單位/04_學生事務處/輔英科技大學學生課外活動費使用要點_law04015.pdf,law04015.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04015.pdf,,已存在
輔英科技大學學生自治團體設置及輔導要點,學務處,學務法規(#C),106.1.4,2017-01-04,01_行政單位/04_學生事務處/輔英科技大學學生自治團體設置及輔導要點_law04017.pdf,law04017.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04017.pdf,,已存在
輔英科技大學學生校外活動安全輔導辦法,學務處,學務法規(#C),100.6.24,2011-06-24,01_行政單位/04_學生事務處/輔英科技大學學生校外活動安全輔導辦法_law04018.pdf,law04018.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04018.pdf,,已存在
輔英科技大學學生自治會組織章程,學務處,學務法規(#C),110.1.14,2021-01-14,01_行政單位/04_學生事務處/輔英科技大學學生自治會組織章程_law04041.pdf,law04041.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04041.pdf,,已存在
輔英科技大學生活助學金實施要點,學務處,學務法規(#C),112.11.29,2023-11-29,01_行政單位/04_學生事務處/輔英科技大學生活助學金實施要點_law04053.pdf,law04053.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04053.pdf,,已存在
輔英科技大學勵志工讀助學金實施要點(原：勵志服務學習助學金實施要點、勵志服務助學金設置要點),學務處,學務法規(#C),106.10.19,2017-10-19,01_行政單位/04_學生事務處/輔英科技大學勵志工讀助學金實施要點(原：勵志服務學習助學金實施要點、勵志服務助學金設置要點)_law04054.pdf,law04054.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04054.pdf,,已存在
輔英科技大學校級會議學生代表產生方式要點,學務處,學務法規(#C),109.1.9,2020-01-09,01_行政單位/04_學生事務處/輔英科技大學校級會議學生代表產生方式要點_law04080.pdf,law04080.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04080.pdf,,已存在
輔英科技大學因應新冠肺炎之學生社團活動辦理執行要點,學務處,學務法規(#C),110.9.2,2021-09-02,01_行政單位/04_學生事務處/輔英科技大學因應新冠肺炎之學生社團活動辦理執行要點_law04081.pdf,law04081.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04081.pdf,,已存在
輔英科技大學學生社團張貼海報管理要點(原：學生張貼海報管理要點),學務處,學務法規(#C),109.6.18,2020-06-18,01_行政單位/04_學生事務處/輔英科技大學學生社團張貼海報管理要點(原：學生張貼海報管理要點)_law04083.pdf,law04083.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04083.pdf,,已存在
輔英科技大學性別弱勢獎學金要點,學務處,學務法規(#C),109.10.14,2020-10-14,01_行政單位/04_學生事務處/輔英科技大學性別弱勢獎學金要點_law04086.pdf,law04086.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04086.pdf,,已存在
輔英科技大學特殊教育學生獎補助金作業要點,學務處,學務法規(#C),112.11.29,2023-11-29,01_行政單位/04_學生事務處/輔英科技大學特殊教育學生獎補助金作業要點_law04094.pdf,law04094.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04094.pdf,,已存在
輔英科技大學菁英校友國外進修獎學金實施要點,學務處,學務法規(#C),114.10.8,2025-10-08,01_行政單位/04_學生事務處/輔英科技大學菁英校友國外進修獎學金實施要點_law04097.pdf,law04097.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04097.pdf,,已存在
輔英科技大學學生安心就學專案捐款助學金實施要點,學務處,學務法規(#C),114.10.8,2025-10-08,01_行政單位/04_學生事務處/輔英科技大學學生安心就學專案捐款助學金實施要點_law04098.pdf,law04098.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04098.pdf,,已存在
輔英科技大學學生參與校外專業競賽獎勵要點,學務處,學務法規(#C),114.12.3,2025-12-03,01_行政單位/04_學生事務處/輔英科技大學學生參與校外專業競賽獎勵要點_law04099.pdf,law04099.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04099.pdf,,已存在
輔英科技大學職涯輔導老師實施要點,學務處,學務法規(#C),115.6.30,2026-06-30,01_行政單位/04_學生事務處/輔英科技大學職涯輔導老師實施要點_law04050.pdf,law04050.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04050.pdf,,已存在
輔英科技大學心靈SPA導師實施要點,學務處,學務法規(#C),112.6.8,2023-06-08,01_行政單位/04_學生事務處/輔英科技大學心靈SPA導師實施要點_law04067.pdf,law04067.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04067.pdf,,已存在
輔英科技大學學生輔導暨特殊教育推行委員會設置要點(原：特殊教育推行委員會設置要點),學務處,學務法規(#C),114.9.3,2025-09-03,01_行政單位/04_學生事務處/輔英科技大學學生輔導暨特殊教育推行委員會設置要點(原：特殊教育推行委員會設置要點)_law04062.pdf,law04062.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04062.pdf,,已存在
輔英科技大學特殊教育學生交通費申請審查實施要點(原：身心障礙學生交通費申請審查實施要點),學務處,學務法規(#C),113.4.18,2024-04-18,01_行政單位/04_學生事務處/輔英科技大學特殊教育學生交通費申請審查實施要點(原：身心障礙學生交通費申請審查實施要點)_law04073.pdf,law04073.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04073.pdf,,已存在
輔英科技大學特殊教育學生課業輔導申請要點(原：資源教室特殊教育學生課業輔導申請要點),學務處,學務法規(#C),114.10.28,2025-10-28,01_行政單位/04_學生事務處/輔英科技大學特殊教育學生課業輔導申請要點(原：資源教室特殊教育學生課業輔導申請要點)_law04074.pdf,law04074.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04074.pdf,,已存在
輔英科技大學學生事務處諮商輔導中心兼任輔導老師聘任實施要點,學務處,學務法規(#C),107.11.21,2018-11-21,01_行政單位/04_學生事務處/輔英科技大學學生事務處諮商輔導中心兼任輔導老師聘任實施要點_law04075.pdf,law04075.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04075.pdf,,已存在
輔英科技大學學生轉銜輔導及服務要點,學務處,學務法規(#C),108.4.30,2019-04-30,01_行政單位/04_學生事務處/輔英科技大學學生轉銜輔導及服務要點_law04077.pdf,law04077.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04077.pdf,,已存在
輔英科技大學教育部專任專業輔導人力計畫人員考核及獎勵實施要點,學務處,學務法規(#C),113.9.12,2024-09-12,01_行政單位/04_學生事務處/輔英科技大學教育部專任專業輔導人力計畫人員考核及獎勵實施要點_law04088.pdf,law04088.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04088.pdf,,已存在
輔英科技大學學生團體保險作業要點,學務處,學務法規(#C),109.1.9,2020-01-09,01_行政單位/04_學生事務處/輔英科技大學學生團體保險作業要點_law04016.pdf,law04016.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04016.pdf,,已存在
輔英科技大學校園傳染病防治應變要點,學務處,學務法規(#C),111.7.20,2022-07-20,01_行政單位/04_學生事務處/輔英科技大學校園傳染病防治應變要點_law04061.pdf,law04061.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04061.pdf,,已存在
輔英科技大學急救訓練教具使用管理要點,學務處,學務法規(#C),107.12.5,2018-12-05,01_行政單位/04_學生事務處/輔英科技大學急救訓練教具使用管理要點_law04066.pdf,law04066.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04066.pdf,,已存在
輔英科技大學衛生種子教師聘任實施要點,學務處,學務法規(#C),107.6.28,2018-06-28,01_行政單位/04_學生事務處/輔英科技大學衛生種子教師聘任實施要點_law04072.pdf,law04072.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04072.pdf,,已存在
輔英科技大學學校衛生委員會設置辦法,學務處,學務法規(#C),106.6.21,2017-06-21,01_行政單位/04_學生事務處/輔英科技大學學校衛生委員會設置辦法_law01046.pdf,law01046.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law01046.pdf,,已存在
輔英科技大學校園結核病傳染防治與管理作業要點,學務處,學務法規(#C),109.6.11,2020-06-11,01_行政單位/04_學生事務處/輔英科技大學校園結核病傳染防治與管理作業要點_law04084.pdf,law04084.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04084.pdf,,已存在
輔英科技大學游泳池管理要點,體育暨健康促進中心,體育法規(#P),111.9.6,2022-09-06,01_行政單位/13_健康與體育發展處/輔英科技大學游泳池管理要點_law04033.pdf,law04033.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04033.pdf,,已存在
輔英科技大學運動場地管理及借用要點(原：運動場地管理使用要點),體育暨健康促進中心,體育法規(#P),113.12.11,2024-12-11,01_行政單位/13_健康與體育發展處/輔英科技大學運動場地管理及借用要點(原：運動場地管理使用要點)_law04034.pdf,law04034.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04034.pdf,,已存在
輔英科技大學體育館使用要點,體育暨健康促進中心,體育法規(#P),111.9.6,2022-09-06,01_行政單位/13_健康與體育發展處/輔英科技大學體育館使用要點_law04035.pdf,law04035.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04035.pdf,,已存在
輔英科技大學田徑場使用要點,體育暨健康促進中心,體育法規(#P),111.9.6,2022-09-06,01_行政單位/13_健康與體育發展處/輔英科技大學田徑場使用要點_law04036.pdf,law04036.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04036.pdf,,已存在
輔英科技大學運動代表隊組訓及管理要點,體育暨健康促進中心,體育法規(#P),110.2.3,2021-02-03,01_行政單位/13_健康與體育發展處/輔英科技大學運動代表隊組訓及管理要點_law04047.pdf,law04047.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04047.pdf,,已存在
輔英科技大學運動器材借用要點,體育暨健康促進中心,體育法規(#P),111.9.6,2022-09-06,01_行政單位/13_健康與體育發展處/輔英科技大學運動器材借用要點_law04048.pdf,law04048.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04048.pdf,,已存在
輔英科技大學學生參與體育競賽獎勵要點,體育暨健康促進中心,體育法規(#P),108.9.25,2019-09-25,01_行政單位/13_健康與體育發展處/輔英科技大學學生參與體育競賽獎勵要點_law04060.pdf,law04060.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04060.pdf,,已存在
輔英科技大學適應體育班實施要點,體育暨健康促進中心,體育法規(#P),113.2.2,2024-02-02,01_行政單位/13_健康與體育發展處/輔英科技大學適應體育班實施要點_law04091.pdf,law04091.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law04091.pdf,,已存在
輔英科技大學校隊指導老師聘任實施要點,體育暨健康促進中心,體育法規(#P),113.4.26,2024-04-26,01_行政單位/13_健康與體育發展處/輔英科技大學校隊指導老師聘任實施要點_law_04095.pdf,law_04095.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law_04095.pdf,,已存在
輔英科技大學校區汽機車及自行車管理要點,總務處,總務及環安衛法規(#D),115.5.13,2026-05-13,01_行政單位/05_總務處/輔英科技大學校區汽機車及自行車管理要點_law05001.pdf,law05001.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law05001.pdf,,已存在
輔英科技大學總務會議設置要點,總務處,總務及環安衛法規(#D),105.9.30,2016-09-30,01_行政單位/05_總務處/輔英科技大學總務會議設置要點_law05003.pdf,law05003.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law05003.pdf,,已存在
輔英科技大學執行政府獎勵補助經費採購辦法,總務處,總務及環安衛法規(#D),115.7.8,2026-07-08,01_行政單位/05_總務處/輔英科技大學執行政府獎勵補助經費採購辦法_law05004.pdf,law05004.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law05004.pdf,,已存在
輔英科技大學承攬商環境安全衛生管理規則,環境安全衛生中心,總務及環安衛法規(#D),112.11.29,2023-11-29,01_行政單位/12_環境安全衛生中心/輔英科技大學承攬商環境安全衛生管理規則_law05005.pdf,law05005.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law05005.pdf,,已存在
輔英科技大學科學技術研究發展採購作業要點,總務處,總務及環安衛法規(#D),105.5.12,2016-05-12,01_行政單位/05_總務處/輔英科技大學科學技術研究發展採購作業要點_law05006.pdf,law05006.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law05006.pdf,,已存在
輔英科技大學節約能源管理要點,總務處,總務及環安衛法規(#D),115.6.3,2026-06-03,01_行政單位/05_總務處/輔英科技大學節約能源管理要點_law05009.pdf,law05009.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law05009.pdf,,已存在
輔英科技大學請購採購作業要點,總務處,總務及環安衛法規(#D),115.5.13,2026-05-13,01_行政單位/05_總務處/輔英科技大學請購採購作業要點_law05010.pdf,law05010.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law05010.pdf,,已存在
輔英科技大學場地管理要點,總務處,總務及環安衛法規(#D),115.2.25,2026-02-25,01_行政單位/05_總務處/輔英科技大學場地管理要點_law05012.pdf,law05012.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law05012.pdf,,已存在
輔英科技大學專任教師聘任待遇服務規則,人事室,總務及環安衛法規(#D),112.1.11,2023-01-11,01_行政單位/09_人事室/輔英科技大學專任教師聘任待遇服務規則_law06001.pdf,law06001.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law06001.pdf,,已存在
