法規名稱,維護單位,法規分類,最後修訂(民國),最後修訂(西元),存放路徑,原始檔名,來源網址,別名,狀態
輔英科技大學任務導向型研究中心設置要點,研究暨產學發展處,研究暨產學發展法規(#G),106.2.22,2017-02-22,01_行政單位/06_研發與永續發展處/輔英科技大學任務導向型研究中心設置要點_law08311.pdf,law08311.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08311.pdf,,已存在
輔英科技大學教師進行產業研習或研究實施要點,研究暨產學發展處,研究暨產學發展法規(#G),111.10.21,2022-10-21,01_行政單位/06_研發與永續發展處/輔英科技大學教師進行產業研習或研究實施要點_law08313.pdf,law08313.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08313.pdf,,已存在
輔英科技大學校園衍生企業管理委員會設置要點,研究暨產學發展處,研究暨產學發展法規(#G),111.10.5,2022-10-05,01_行政單位/06_研發與永續發展處/輔英科技大學校園衍生企業管理委員會設置要點_law08314.pdf,law08314.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08314.pdf,,已存在
輔英科技大學校園衍生企業申設管理辦法,研究暨產學發展處,研究暨產學發展法規(#G),106.1.11,2017-01-11,01_行政單位/06_研發與永續發展處/輔英科技大學校園衍生企業申設管理辦法_law08315.pdf,law08315.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08315.pdf,,已存在
輔英科技大學研發成果產品原型製作補助要點,研究暨產學發展處,研究暨產學發展法規(#G),110.7.5,2021-07-05,01_行政單位/06_研發與永續發展處/輔英科技大學研發成果產品原型製作補助要點_law08316.pdf,law08316.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08316.pdf,,已存在
輔英科技大學鼓勵教師推動創新創業獎補助要點,研究暨產學發展處,研究暨產學發展法規(#G),111.11.7,2022-11-07,01_行政單位/06_研發與永續發展處/輔英科技大學鼓勵教師推動創新創業獎補助要點_law08212.pdf,law08212.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08212.pdf,,已存在
輔英科技大學校名、商標或標誌授權使用要點,研究暨產學發展處,研究暨產學發展法規(#G),109.11.11,2020-11-11,01_行政單位/06_研發與永續發展處/輔英科技大學校名、商標或標誌授權使用要點_law08213.pdf,law08213.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08213.pdf,,已存在
輔英科技大學獎助生施行要點(原：學生兼任課程學習型助理施行要點),研究暨產學發展處,研究暨產學發展法規(#G),108.2.20,2019-02-20,01_行政單位/06_研發與永續發展處/輔英科技大學獎助生施行要點(原：學生兼任課程學習型助理施行要點)_law03024.pdf,law03024.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law03024.pdf,,已存在
輔英科技大學學術誠信與研究倫理委員會設置辦法,研究暨產學發展處,研究暨產學發展法規(#G),114.6.18,2025-06-18,01_行政單位/06_研發與永續發展處/輔英科技大學學術誠信與研究倫理委員會設置辦法_law08319.pdf,law08319.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08319.pdf,,已存在
輔英科技大學實驗動物照護及使用委員會設置要點(原：動物實驗照護及使用委員會設置要點),老化及疾病預防研究中心,研究暨產學發展法規(#G),114.3.19,2025-03-19,03_研究與中心機構/01_老化及疾病預防研究中心/輔英科技大學實驗動物照護及使用委員會設置要點(原：動物實驗照護及使用委員會設置要點)_law08304.pdf,law08304.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08304.pdf,,已存在
輔英科技大學專利申請與維護作業要點,研究暨產學發展處,研究暨產學發展法規(#G),111.3.11,2022-03-11,01_行政單位/06_研發與永續發展處/輔英科技大學專利申請與維護作業要點_law08202.pdf,law08202.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08202.pdf,,已存在
輔英科技大學技術移轉作業要點,研究暨產學發展處,研究暨產學發展法規(#G),114.1.2,2025-01-02,01_行政單位/06_研發與永續發展處/輔英科技大學技術移轉作業要點_law08203.pdf,law08203.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08203.pdf,,已存在
輔英科技大學研發成果管理辦法,研究暨產學發展處,研究暨產學發展法規(#G),113.6.19,2024-06-19,01_行政單位/06_研發與永續發展處/輔英科技大學研發成果管理辦法_law08204.pdf,law08204.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08204.pdf,,已存在
輔英科技大學創新育成中心培育室使用管理要點,研究暨產學發展處,研究暨產學發展法規(#G),115.6.3,2026-06-03,01_行政單位/06_研發與永續發展處/輔英科技大學創新育成中心培育室使用管理要點_law08214.pdf,law08214.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08214.pdf,,已存在
輔英科技大學研發成果運用利益衝突迴避及資訊揭露管理要點,研究暨產學發展處,研究暨產學發展法規(#G),111.10.5,2022-10-05,01_行政單位/06_研發與永續發展處/輔英科技大學研發成果運用利益衝突迴避及資訊揭露管理要點_law08215.pdf,law08215.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08215.pdf,,已存在
輔英科技大學學生專利獎勵要點,研究暨產學發展處,研究暨產學發展法規(#G),114.11.10,2025-11-10,01_行政單位/06_研發與永續發展處/輔英科技大學學生專利獎勵要點_law08216.pdf,law08216.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08216.pdf,,已存在
輔英科技大學國際發展委員會設置要點,國際暨兩岸事務處,國際暨兩岸事務法規(#H),105.9.30,2016-09-30,01_行政單位/08_國際暨兩岸事務處/輔英科技大學國際發展委員會設置要點_law01042.pdf,law01042.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law01042.pdf,,已存在
輔英科技大學海外訪問學者交流作業要點,國際暨兩岸事務處,國際暨兩岸事務法規(#H),109.3.25,2020-03-25,01_行政單位/08_國際暨兩岸事務處/輔英科技大學海外訪問學者交流作業要點_law08312.pdf,law08312.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08312.pdf,,已存在
輔英科技大學境外交換研修生執行要點,國際暨兩岸事務處,國際暨兩岸事務法規(#H),105.9.30,2016-09-30,01_行政單位/08_國際暨兩岸事務處/輔英科技大學境外交換研修生執行要點_law08123.pdf,law08123.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08123.pdf,,已存在
輔英科技大學優秀境外學生奬勵要點,國際暨兩岸事務處,國際暨兩岸事務法規(#H),114.6.26,2025-06-26,01_行政單位/08_國際暨兩岸事務處/輔英科技大學優秀境外學生奬勵要點_law08317.pdf,law08317.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08317.pdf,,已存在
輔英科技大學華語文教學及課程委員會設置要點,國際暨兩岸事務處,國際暨兩岸事務法規(#H),111.11.30,2022-11-30,01_行政單位/08_國際暨兩岸事務處/輔英科技大學華語文教學及課程委員會設置要點_law08318.pdf,law08318.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08318.pdf,,已存在
輔英科技大學華語文教育實施要點,國際暨兩岸事務處,國際暨兩岸事務法規(#H),110.3.10,2021-03-10,01_行政單位/08_國際暨兩岸事務處/輔英科技大學華語文教育實施要點_law08320.pdf,law08320.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08320.pdf,,已存在
輔英科技大學境外學生輔導執行要點,國際暨兩岸事務處,國際暨兩岸事務法規(#H),111.6.8,2022-06-08,01_行政單位/08_國際暨兩岸事務處/輔英科技大學境外學生輔導執行要點_law08321.pdf,law08321.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08321.pdf,,已存在
輔英科技大學外國學生招生規定,國際暨兩岸事務處,國際暨兩岸事務法規(#H),114.12.5,2025-12-05,01_行政單位/08_國際暨兩岸事務處/輔英科技大學外國學生招生規定_law02058.pdf,law02058.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law02058.pdf,,已存在
輔英科技大學華語文教育收支管理要點,國際暨兩岸事務處,國際暨兩岸事務法規(#H),111.7.20,2022-07-20,01_行政單位/08_國際暨兩岸事務處/輔英科技大學華語文教育收支管理要點_law08322.pdf,law08322.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08322.pdf,,已存在
輔英科技大學單獨招收僑生及港澳生招生規定,國際暨兩岸事務處,國際暨兩岸事務法規(#H),113.4.29,2024-04-29,01_行政單位/08_國際暨兩岸事務處/輔英科技大學單獨招收僑生及港澳生招生規定_law08323.pdf,law08323.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08323.pdf,,已存在
輔英科技大學學生華語檢定獎勵實施要點,國際暨兩岸事務處,國際暨兩岸事務法規(#H),112.10.18,2023-10-18,01_行政單位/08_國際暨兩岸事務處/輔英科技大學學生華語檢定獎勵實施要點_law08324.pdf,law08324.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08324.pdf,,已存在
輔英科技大學國際專修部華語先修生修業要點,國際暨兩岸事務處,國際暨兩岸事務法規(#H),114.6.26,2025-06-26,01_行政單位/08_國際暨兩岸事務處/輔英科技大學國際專修部華語先修生修業要點_law08325.pdf,law08325.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08325.pdf,,已存在
輔英科技大學華語教師聘用待遇服務要點,國際暨兩岸事務處,國際暨兩岸事務法規(#H),114.6.26,2025-06-26,01_行政單位/08_國際暨兩岸事務處/輔英科技大學華語教師聘用待遇服務要點_law08326.pdf,law08326.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08326.pdf,,已存在
輔英科技大學學生國際交流獎勵補助要點,國際暨兩岸事務處,國際暨兩岸事務法規(#H),114.6.26,2025-06-26,01_行政單位/08_國際暨兩岸事務處/輔英科技大學學生國際交流獎勵補助要點_law08327.pdf,law08327.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08327.pdf,,已存在
輔英科技大學學生國外研修及研習補助要點,國際暨兩岸事務處,國際暨兩岸事務法規(#H),114.12.31,2025-12-31,01_行政單位/08_國際暨兩岸事務處/輔英科技大學學生國外研修及研習補助要點_law08328.pdf,law08328.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08328.pdf,,已存在
輔英科技大學產學合作國際專班學生校外實習作業要點,國際暨兩岸事務處,國際暨兩岸事務法規(#H),115.7.29,2026-07-29,01_行政單位/08_國際暨兩岸事務處/輔英科技大學產學合作國際專班學生校外實習作業要點_law08329.pdf,law08329.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law08329.pdf,,已存在
輔英科技大學圖書資源設備借用管理要點(原：圖書館借閱管理要點),圖書暨資訊處,國際暨兩岸事務法規(#H),115.6.30,2026-06-30,01_行政單位/07_圖書暨資訊處/輔英科技大學圖書資源設備借用管理要點(原：圖書館借閱管理要點)_law09002.pdf,law09002.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law09002.pdf,,已存在
輔英科技大學校園網路使用規範,圖書暨資訊處,國際暨兩岸事務法規(#H),105.11.2,2016-11-02,01_行政單位/07_圖書暨資訊處/輔英科技大學校園網路使用規範_law09005.pdf,law09005.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law09005.pdf,,已存在
輔英科技大學圖書館館藏發展政策,圖書暨資訊處,國際暨兩岸事務法規(#H),106.1.18,2017-01-18,01_行政單位/07_圖書暨資訊處/輔英科技大學圖書館館藏發展政策_law09010.pdf,law09010.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law09010.pdf,,已存在
輔英科技大學圖書資源館際合作服務實施要點(原：圖書館館際合作服務實施要點),圖書暨資訊處,國際暨兩岸事務法規(#H),106.1.18,2017-01-18,01_行政單位/07_圖書暨資訊處/輔英科技大學圖書資源館際合作服務實施要點(原：圖書館館際合作服務實施要點)_law09013.pdf,law09013.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law09013.pdf,,已存在
輔英科技大學圖書館影印及列印服務實施要點,圖書暨資訊處,國際暨兩岸事務法規(#H),111.12.23,2022-12-23,01_行政單位/07_圖書暨資訊處/輔英科技大學圖書館影印及列印服務實施要點_law09014.pdf,law09014.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law09014.pdf,,已存在
輔英科技大學保護智慧財產權教育委員會設置要點,圖書暨資訊處,國際暨兩岸事務法規(#H),105.9.30,2016-09-30,01_行政單位/07_圖書暨資訊處/輔英科技大學保護智慧財產權教育委員會設置要點_law09015.pdf,law09015.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law09015.pdf,,已存在
輔英科技大學資訊安全政策,圖書暨資訊處,國際暨兩岸事務法規(#H),112.11.30,2023-11-30,01_行政單位/07_圖書暨資訊處/輔英科技大學資訊安全政策_law09019.pdf,law09019.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law09019.pdf,,已存在
輔英科技大學圖書館讀者討論室使用管理要點,圖書暨資訊處,國際暨兩岸事務法規(#H),111.12.23,2022-12-23,01_行政單位/07_圖書暨資訊處/輔英科技大學圖書館讀者討論室使用管理要點_law09021.pdf,law09021.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law09021.pdf,,已存在
輔英科技大學網站管理要點,圖書暨資訊處,國際暨兩岸事務法規(#H),115.6.30,2026-06-30,01_行政單位/07_圖書暨資訊處/輔英科技大學網站管理要點_law09022.pdf,law09022.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law09022.pdf,,已存在
輔英科技大學圖書館研究小間使用管理要點,圖書暨資訊處,國際暨兩岸事務法規(#H),111.12.23,2022-12-23,01_行政單位/07_圖書暨資訊處/輔英科技大學圖書館研究小間使用管理要點_law09024.pdf,law09024.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law09024.pdf,,已存在
輔英科技大學資訊安全暨個人資料保護委員會設置要點,圖書暨資訊處,國際暨兩岸事務法規(#H),112.10.18,2023-10-18,01_行政單位/07_圖書暨資訊處/輔英科技大學資訊安全暨個人資料保護委員會設置要點_law09025.pdf,law09025.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law09025.pdf,,已存在
輔英科技大學資訊安全暨個人資料保護管理要點,圖書暨資訊處,國際暨兩岸事務法規(#H),104.12.30,2015-12-30,01_行政單位/07_圖書暨資訊處/輔英科技大學資訊安全暨個人資料保護管理要點_law09026.pdf,law09026.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law09026.pdf,,已存在
輔英科技大學協助經濟弱勢學生取得教科書實施要點(原：圖書館協助經濟弱勢學生取得教科書實施要點),圖書暨資訊處,國際暨兩岸事務法規(#H),110.12.14,2021-12-14,01_行政單位/07_圖書暨資訊處/輔英科技大學協助經濟弱勢學生取得教科書實施要點(原：圖書館協助經濟弱勢學生取得教科書實施要點)_law09027.pdf,law09027.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law09027.pdf,,已存在
輔英科技大學圖書資訊委員會設置要點,圖書暨資訊處,國際暨兩岸事務法規(#H),105.9.30,2016-09-30,01_行政單位/07_圖書暨資訊處/輔英科技大學圖書資訊委員會設置要點_law09028.pdf,law09028.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law09028.pdf,,已存在
輔英科技大學圖書志工服務實施要點(原：圖書館志工服務實施要點),圖書暨資訊處,國際暨兩岸事務法規(#H),106.2.13,2017-02-13,01_行政單位/07_圖書暨資訊處/輔英科技大學圖書志工服務實施要點(原：圖書館志工服務實施要點)_law09029.pdf,law09029.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law09029.pdf,,已存在
輔英科技大學圖書館藝文展覽空間管理要點(原：圖書館藝文展覽空間管理要點),圖書暨資訊處,國際暨兩岸事務法規(#H),105.9.13,2016-09-13,01_行政單位/07_圖書暨資訊處/輔英科技大學圖書館藝文展覽空間管理要點(原：圖書館藝文展覽空間管理要點)_law09030.pdf,law09030.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law09030.pdf,,已存在
輔英科技大學校園保護智慧財產權行動方案單位推動權責實施要點,圖書暨資訊處,國際暨兩岸事務法規(#H),106.1.12,2017-01-12,01_行政單位/07_圖書暨資訊處/輔英科技大學校園保護智慧財產權行動方案單位推動權責實施要點_law09031.pdf,law09031.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law09031.pdf,,已存在
輔英科技大學圖書資源經費分配及採購原則,圖書暨資訊處,國際暨兩岸事務法規(#H),113.6.25,2024-06-25,01_行政單位/07_圖書暨資訊處/輔英科技大學圖書資源經費分配及採購原則_law09032.pdf,law09032.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law09032.pdf,,已存在
輔英科技大學資訊設備管理要點,圖書暨資訊處,國際暨兩岸事務法規(#H),106.1.18,2017-01-18,01_行政單位/07_圖書暨資訊處/輔英科技大學資訊設備管理要點_law09033.pdf,law09033.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law09033.pdf,,已存在
輔英科技大學主機代管暨虛擬主機服務管理要點,圖書暨資訊處,國際暨兩岸事務法規(#H),106.1.18,2017-01-18,01_行政單位/07_圖書暨資訊處/輔英科技大學主機代管暨虛擬主機服務管理要點_law09034.pdf,law09034.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law09034.pdf,,已存在
輔英科技大學吳大猷紀念圖書館閱覽服務要點,圖書暨資訊處,國際暨兩岸事務法規(#H),115.6.30,2026-06-30,01_行政單位/07_圖書暨資訊處/輔英科技大學吳大猷紀念圖書館閱覽服務要點_law09035.pdf,law09035.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law09035.pdf,,已存在
輔英科技大學學位論文典藏要點,圖書暨資訊處,國際暨兩岸事務法規(#H),115.1.20,2026-01-20,01_行政單位/07_圖書暨資訊處/輔英科技大學學位論文典藏要點_Law09036.pdf,Law09036.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/Law09036.pdf,,已存在
輔英科技大學傑出校友暨榮譽校友遴選作業要點,公共事務暨校友服務室,公共事務暨校友法規(#o),114.9.3,2025-09-03,01_行政單位/02_校長室與秘書處/輔英科技大學傑出校友暨榮譽校友遴選作業要點_law11001.pdf,law11001.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law11001.pdf,,已存在
輔英科技大學各界捐贈使用管理暨致謝作業要點(原：各界捐贈使用管理暨致謝要點),公共事務暨校友服務室,公共事務暨校友法規(#o),113.5.22,2024-05-22,01_行政單位/02_校長室與秘書處/輔英科技大學各界捐贈使用管理暨致謝作業要點(原：各界捐贈使用管理暨致謝要點)_law05002.pdf,law05002.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law05002.pdf,,已存在
輔英科技大學募款委員會設置辦法,公共事務暨校友服務室,公共事務暨校友法規(#o),108.3.13,2019-03-13,01_行政單位/02_校長室與秘書處/輔英科技大學募款委員會設置辦法_law11002.pdf,law11002.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law11002.pdf,,已存在
輔英科技大學推廣教育實施要點,推廣教育中心,推廣教育法規(#R),104.12.2,2015-12-02,01_行政單位/14_推廣教育中心/輔英科技大學推廣教育實施要點_law02054.pdf,law02054.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law02054.pdf,,已存在
輔英科技大學推廣教育委員會設置要點(原：推廣教育審查小組設置要點),推廣教育中心,推廣教育法規(#R),113.11.13,2024-11-13,01_行政單位/14_推廣教育中心/輔英科技大學推廣教育委員會設置要點(原：推廣教育審查小組設置要點)_law02055.pdf,law02055.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law02055.pdf,,已存在
輔英科技大學推廣教育收支管理要點,推廣教育中心,推廣教育法規(#R),113.11.13,2024-11-13,01_行政單位/14_推廣教育中心/輔英科技大學推廣教育收支管理要點_law02076.pdf,law02076.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law02076.pdf,,已存在
輔英科技大學SPA情境館與美甲美睫創業工坊管理要點,健康美容系,學院(系、學程、中心)法規(#Q),108.9.25,2019-09-25,02_教學學術單位/02_醫學與健康學院/輔英科技大學SPA情境館與美甲美睫創業工坊管理要點_law02107.pdf,law02107.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law02107.pdf,,已存在
輔英科技大學護理學院高齡全程照顧人才培育中心設置要點,護理學院,學院(系、學程、中心)法規(#Q),108.2.20,2019-02-20,02_教學學術單位/01_護理學院/輔英科技大學護理學院高齡全程照顧人才培育中心設置要點_law01048.pdf,law01048.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law01048.pdf,,已存在
輔英科技大學產學合作國際專班與住宿式長照產業機構合作要點,高齡及長期照護事業系,學院(系、學程、中心)法規(#Q),115.7.29,2026-07-29,02_教學學術單位/01_護理學院/輔英科技大學產學合作國際專班與住宿式長照產業機構合作要點_law01051.pdf,law01051.pdf,https://ese.fy.edu.tw/var/file/57/1057/img/125/law01051.pdf,,已存在
